id,title,authors,journal,year,source
2330,"wireless ecg and cardiac monitoring systems: state of the art, available commercial devices and useful electronic components","cosoli g., spinsante s., scardulla f., d'acquisto l., scalise l.",measurement: journal of the international measurement confederation,2021,scopus
2331,"enhancing sensorimotor bci performance with assistive afferent activity: an online evaluation,","c. vidaurre, a. ramos murguialday, s. haufe, m. gómez, k.-r. müller, v.v. nikulin,","neuroimage,",2019,sciencedirect
2332,apical drive—a cellular mechanism of dreaming?,"aru j., siclari f., phillips w.a., storm j.f.",neuroscience and biobehavioral reviews,2020,scopus
2333,an automatic approach for heart failure typing based on heart sounds and convolutional recurrent neural networks,"wang h., guo x., zheng y., yang y.",physical and engineering sciences in medicine,2022,scopus
2334,"fractal dimension undirected correlation graph-based support vector machine model for identification of focal and non-focal electroencephalography signals,","mohammed diykh, shahab abdulla, khalid saleh, ravinesh c. deo,","biomedical signal processing and control,",2019,sciencedirect
2335,construction of an assisted model based on natural language processing for automatic early diagnosis of autoimmune encephalitis,"zhao y., ren b., yu w., zhang h., zhao d., lv j., xie z., jiang k., shang l., yao h., xu y., zhao g.",neurology and therapy,2022,scopus
2336,"eeg microstates as a tool for studying the temporal dynamics of whole-brain neuronal networks: a review,","christoph m. michel, thomas koenig,","neuroimage,",2018,sciencedirect
2337,"trial-by-trial surprise-decoding model for visual and auditory binary oddball tasks,","alireza modirshanechi, mohammad mahdi kiani, hamid aghajan,","neuroimage,",2019,sciencedirect
2338,"seizure pattern-specific epileptic epoch detection in patients with intellectual disability,","lei wang, johan b.a.m. arends, xi long, pierre j.m. cluitmans, johannes p. van dijk,","biomedical signal processing and control,",2017,sciencedirect
2339,tiled sparse coding in eigenspaces for image classification,"arco j.e., ortiz a., ramírez j., zhang y.-d., górriz j.m.",international journal of neural systems,2022,scopus
2340,computer aided hierarchal lesion classification for diabetic retinopathy abnormalities,"bhardwaj c., jain s., sood m.",international journal of recent technology and engineering,2019,scopus
2341,eeg spectral connectivity analysis in a large clinical population,"nahmias d.o., kontson k.l.","international ieee/embs conference on neural engineering, ner",2019,scopus
2342,a performance evaluation of machine learning models on human activity identification (hai),"rafi t.h., farhan f.",advances in intelligent systems and computing,2021,scopus
2343,parkin deficiency perturbs striatal circuit dynamics,"baaske m.k., kramer e.r., meka d.p., engler g., engel a.k., moll c.k.e.",neurobiology of disease,2020,scopus
2344,an age-dependent connectivity-based computer aided diagnosis system for autism spectrum disorder using resting-state fmri,"haghighat h., mirzarezaee m., nadjar araabi b., khadem a.",biomedical signal processing and control,2022,scopus
2345,effects of a five-day hd-tdcs application to the right ifg depend on current intensity: a study in children and adolescents with adhd,"breitling-ziegler c., zaehle t., wellnhofer c., dannhauer m., tegelbeckers j., baumann v., flechtner h.-h., krauel k.",progress in brain research,2021,scopus
2346,a graph gaussian embedding method for predicting alzheimer's disease progression with meg brain networks,"xu m., sanz d.l., garces p., maestu f., li q., pantazis d.",ieee transactions on biomedical engineering,2021,scopus
2347,"psychological stress detection using phonocardiography signal: an empirical mode decomposition approach,","amandeep cheema, mandeep singh,","biomedical signal processing and control,",2019,sciencedirect
2348,eeg based major depressive disorder and bipolar disorder detection using neural networks:a review,"yasin s., hussain s.a., aslan s., raza i., muzammel m., othmani a.",computer methods and programs in biomedicine,2021,scopus
2349,migraine classification using somatosensory evoked potentials,"zhu b., coppola g., shoaran m.",cephalalgia,2019,scopus
2350,migraine is more than just headache: is the link to chronic fatigue and mood disorders simply due to shared biological systems?,"karsan n., goadsby p.j.",frontiers in human neuroscience,2021,scopus
2351,"the neurobiological effects of electroconvulsive therapy studied through magnetic resonance: what have we learned, and where do we go?","ousdal o.t., brancati g.e., kessler u., erchinger v., dale a.m., abbott c., oltedal l.",biological psychiatry,2022,scopus
2352,a robust deep learning approach for automatic classification of seizures against non-seizures,"yao x., li x., ye q., huang y., cheng q., zhang g.-q.",biomedical signal processing and control,2021,scopus
2353,smart-data-driven system for alzheimer disease detection through electroencephalographic signals,"araújo t, teixeira jp, rodrigues pm.",bioengineering (basel),2022,pubmed
2354,the duality of human cognition: operations and intentionality in mental life and illness,heinrichs r.w.,neuroscience and biobehavioral reviews,2020,scopus
2355,"heart rate variability feature selection in the presence of sleep apnea: an expert system for the characterization and detection of the disorder,","sofía martín-gonzález, juan l. navarro-mesa, gabriel juliá-serdá, jan f. kraemer, niels wessel, antonio g. ravelo-garcía,","computers in biology and medicine,",2017,sciencedirect
2356,easy perturbation eeg algorithm for spectral importance (easypeasi): a simple method to identify important spectral features of eeg in deep learning models,"nahmias d.o., kontson k.l.",proceedings of the acm sigkdd international conference on knowledge discovery and data mining,2020,scopus
2357,automated detection of abnormalities from an eeg recording of epilepsy patients with a compact convolutional neural network,"taku shoji, noboru yoshida, toshihisa tanaka",-,2018,sciencedirect
2358,network-based brain-computer interfaces: principles and applications,"gonzalez-astudillo j., cattai t., bassignana g., corsi m.-c., de vico fallani f.",journal of neural engineering,2021,scopus
2359,neuroimaging and connectomics of drug-resistant epilepsy at multiple scales: from focal lesions to macroscale networks,"tavakol s., royer j., lowe a.j., bonilha l., tracy j.i., jackson g.d., duncan j.s., bernasconi a., bernasconi n., bernhardt b.c.",epilepsia,2019,scopus
2360,"a deep learning based ensemble learning method for epileptic seizure prediction,","syed muhammad usman, shehzad khalid, sadaf bashir,","computers in biology and medicine,",2021,sciencedirect
2361,sospcnn: structurally optimized stochastic pooling convolutional neural network for tetralogy of fallot recognition,"wang s.-h., wu k., chu t., fernandes s.l., zhou q., zhang y.-d., sun j.",wireless communications and mobile computing,2021,scopus
2362,research on epileptic eeg recognition based on improved residual networks of 1-d cnn and indrnn,"ma m., cheng y., wei x., chen z., zhou y.",bmc medical informatics and decision making,2021,scopus
2363,aberrant eeg signal variability at a specific temporal scale in major depressive disorder,"yun s., jeong b.",clinical neurophysiology,2021,scopus
2364,children asd evaluation through joint analysis of eeg and eye-tracking recordings with graph convolution network,"zhang s., chen d., tang y., zhang l.",frontiers in human neuroscience,2021,scopus
2365,the effect of the apoe-ε4 allele on the cholinergic circuitry for subjects with different levels of cognitive impairment,"lai y.-l.l., chen k., lee t.-w., tso c.-w., lin h.-h., kuo l.-w., chen c.-y., liu h.-s., for the alzheimer's disease neuroimaging initiative",frontiers in neurology,2021,scopus
2366,deep neural network-based classification of cardiotocograms outperformed conventional algorithms,"ogasawara j., ikenoue s., yamamoto h., sato m., kasuga y., mitsukura y., ikegaya y., yasui m., tanaka m., ochiai d.",scientific reports,2021,scopus
2367,"selection of features for patient-independent detection of seizure events using scalp eeg signals,","shuhan yang, bo li, yinda zhang, meiyu duan, shuai liu, yexian zhang, xin feng, renbo tan, lan huang, fengfeng zhou,","computers in biology and medicine,",2020,sciencedirect
2368,multimodal data fusion-moving from domain-specific algorithms to transdomain understanding for accelerated solution development,"chou c.-a., jin x., mueller a., ostadabbas s.",ieee sensors letters,2019,scopus
2369,deep learning for electroencephalogram (eeg) classification tasks: a review,"craik a., he y., contreras-vidal j.l.",journal of neural engineering,2019,scopus
2370,neuropathophysiological mechanisms and treatment strategies for post-traumatic epilepsy,"sharma s., tiarks g., haight j., bassuk a.g.",frontiers in molecular neuroscience,2021,scopus
2371,a new automated cnn deep learning approach for identification of ecg congestive heart failure and arrhythmia using constant-q non-stationary gabor transform,"eltrass a.s., tayel m.b., ammar a.i.",biomedical signal processing and control,2021,scopus
2372,"classification of the interictal state with hypsarrhythmia from zika virus congenital syndrome and of the ictal state from epilepsy in childhood without hypsarrhythmia in eegs using entropy measures,","priscila l. rocha, allan k. barros, washington s. silva, gean c. sousa, patrícia sousa, antônio m. da silva,","computers in biology and medicine,",2020,sciencedirect
2373,supervised machine learning applied to wearable sensor data can accurately classify functional fitness exercises within a continuous workout,"preatoni e., nodari s., lopomo n.f.",frontiers in bioengineering and biotechnology,2020,scopus
2374,a novel deep lstm network for artifacts detection in microelectrode recordings,"hosny m., zhu m., gao w., fu y.",biocybernetics and biomedical engineering,2020,scopus
2375,iconet: a lightweight network with greater environmental adaptivity,"he w., huang y., fu z., lin y.",symmetry,2020,scopus
2376,application of modern multi-sensor holter in diagnosis and treatment,"vavrinsky e., subjak j., donoval m., wagner a., zavodnik t., svobodova h.",sensors (switzerland),2020,scopus
2377,multilayer brain network combined with deep convolutional neural network for detecting major depressive disorder,"dang w., gao z., sun x., li r., cai q., grebogi c.",nonlinear dynamics,2020,scopus
2378,structural changes in brains of patients with disorders of consciousness treated with deep brain stimulation,"raguž m., predrijevac n., dlaka d., orešković d., rotim a., romić d., almahariq f., marčinković p., deletis v., kostović i., chudy d.",scientific reports,2021,scopus
